calc_score,humidity,cloud_cover,visibility,user_score,lat,long,date_time,image_url
5.526,47.35,71.2,16.0,,41.491124,-81.934275,2011-03-17 17:27:04,https://live.staticflickr.com/6063/6102211126_1a3f9262a1_b.jpg
7.152,36.66,0.0,16.0,,31.466641,-110.991182,2018-08-05 19:27:47,https://live.staticflickr.com/1883/44348133192_3678382562_b.jpg
7.0,56.59,3.2,33.3,,51.146617,0.219726,2009-07-30 18:36:04,https://live.staticflickr.com/2656/3772486145_ec7da81c36_b.jpg
1.08,32.29,1.3,18.6,,46.409938,11.575019,2011-09-20 19:07:54,https://live.staticflickr.com/397/32007620810_ed69b59c44_b.jpg
3.38,53.63,21.6,16.0,,18.437924,-65.006103,2011-02-03 15:12:02,https://live.staticflickr.com/5100/5482395779_f8ed6ce9cf_b.jpg
0.492,85.11,40.5,37.7,,53.409199,-7.936334,2010-07-31 21:14:03,https://live.staticflickr.com/1628/26378511451_a2471be555_b.jpg
3.467,92.62,64.4,8.4,,47.823593,-3.883463,2014-10-28 17:59:49,https://live.staticflickr.com/3956/15032833424_4e5199e031_b.jpg
1.302,48.29,0.0,16.0,,36.219323,-105.935389,2013-02-04 17:37:43,https://live.staticflickr.com/8353/8445615009_25d41e9b3e_b.jpg
5.463,77.74,50.7,12.9,,27.054463,-80.114450,2018-08-04 20:10:40,https://live.staticflickr.com/859/43814708612_efcededed1_b.jpg
7.027,78.16,0.2,16.0,,29.858845,-81.265568,2013-07-18 19:18:40,https://live.staticflickr.com/5468/9316499813_c759f77b66_b.jpg
5.094,65.9,0.0,15.0,,45.650916,13.768433,2016-02-05 10:20:55,https://live.staticflickr.com/1499/24804869126_c0ca1130c4_b.jpg
3.019,62.03,64.9,15.0,,40.070469,15.619018,2014-10-31 14:16:07,https://live.staticflickr.com/7470/15492181440_9e8a33d640_b.jpg
4.545,62.03,64.9,15.0,,14.573393,-90.788497,2013-11-16 23:42:31,https://live.staticflickr.com/5525/18898195575_a24c31c422_b.jpg
6.645,73.7,0.0,28.0,,59.327607,18.007750,2014-12-26 15:40:36,https://live.staticflickr.com/7564/16205025371_1ba8af3c15_b.jpg
5.556,44.73,0.0,10.0,,-31.829916,115.746063,2014-03-18 11:16:06,https://live.staticflickr.com/2824/13234422753_3c3eccc5db_b.jpg
3.637,56.45,0.0,20.0,,27.592750,88.488792,2013-01-24 16:42:33,https://live.staticflickr.com/7331/8777278691_719b2e5e89_b.jpg
0.424,64.6,49.2,16.0,,25.331071,-80.999493,2012-07-07 14:00:17,https://live.staticflickr.com/8157/7523479382_50b0253eec_b.jpg
1.929,80.97,100.0,15.7,,33.199451,-117.387585,2020-02-18 18:46:52,https://live.staticflickr.com/65535/51036492782_10c22105f8_b.jpg
2.776,65.41,0.4,16.0,,24.548489,-81.812074,2019-01-28 18:12:28,https://live.staticflickr.com/4842/46193173584_7dbed94fed_b.jpg
1.279,79.98,1.6,15.2,,38.491068,-123.193581,2012-07-22 20:41:21,https://live.staticflickr.com/8019/7654932890_90e9d99687_b.jpg
0.985,66.44,2.5,11.6,,42.806421,10.201084,2012-07-29 17:32:29,https://live.staticflickr.com/7140/7676070424_861f97b2b3_b.jpg
2.454,73.47,0.0,11.0,,-3.136059,37.357292,2011-01-04 01:50:25,https://live.staticflickr.com/6031/6281075527_967492ea7e_b.jpg
5.388,72.2,89.5,35.2,,54.441368,16.375075,2016-08-07 19:50:58,https://live.staticflickr.com/8589/29419022426_bfa3e6a6a5_b.jpg
6.957,20.93,4.3,16.0,,38.189588,-76.432220,2014-03-15 17:44:26,https://live.staticflickr.com/7372/13343707283_50471f65f6_b.jpg
7.0,56.58,89.0,10.0,,45.642222,13.779722,2016-11-16 01:52:46,https://live.staticflickr.com/5640/31021679305_7de0ffe99b_b.jpg
3.485,68.85,41.1,10.0,,39.191852,23.211793,2018-06-13 20:39:19,https://live.staticflickr.com/65535/47630024141_9322ef73ed_b.jpg
3.546,56.27,19.0,10.0,,39.719071,21.621437,2019-10-16 18:20:36,https://live.staticflickr.com/65535/50170901481_7417d54928_b.jpg
6.654,70.35,0.0,15.5,,33.514626,-117.760401,2011-09-04 00:32:22,https://live.staticflickr.com/6208/6110831919_854999e50f_b.jpg
2.626,63.27,86.3,22.8,,43.701530,7.278240,2010-10-23 18:02:10,https://live.staticflickr.com/4133/5110470358_a7828b18f2_b.jpg
0.91,83.76,48.4,15.2,,33.737188,-118.399518,2011-08-07 21:14:10,https://live.staticflickr.com/6013/6020891738_475937c658_b.jpg
2.81,63.58,26.7,16.0,,33.655253,-118.002873,2013-05-27 18:53:52,https://live.staticflickr.com/3732/9912306576_1c65635e12_b.jpg
2.105,79.04,0.0,19.5,,52.473945,4.816668,2010-04-17 20:55:24,https://live.staticflickr.com/4038/4578780762_d5ee370410_b.jpg
4.151,18.58,0.0,10.0,,41.601082,-4.764304,2011-10-16 18:42:23,https://live.staticflickr.com/6228/6250869378_8da663647c_b.jpg
6.24,72.25,59.9,13.3,,19.671443,-101.570680,2009-01-03 17:47:03,https://live.staticflickr.com/3194/3353569075_9505abf3ee_b.jpg
1.402,60.85,7.2,16.0,,37.902458,-122.569531,2014-09-10 19:04:25,https://live.staticflickr.com/3850/15219261961_7735cd1045_b.jpg
2.797,45.37,0.0,45.0,,46.594554,12.264132,2019-07-23 19:47:30,https://live.staticflickr.com/65535/48416148542_591c779475_b.jpg
3.33,24.07,0.0,10.0,,-23.687792,133.731079,2018-06-15 16:24:00,https://live.staticflickr.com/1876/42717344510_fd434fbea9_b.jpg
2.911,74.07,0.0,8.0,,25.195864,55.276358,2014-08-04 03:28:23,https://live.staticflickr.com/7422/16331706907_71883255d8_b.jpg
0.91,83.76,48.4,15.2,,33.737188,-118.399518,2011-08-07 21:14:10,https://live.staticflickr.com/6013/6020891738_475937c658_b.jpg
2.81,63.58,26.7,16.0,,33.655253,-118.002873,2013-05-27 18:53:52,https://live.staticflickr.com/3732/9912306576_1c65635e12_b.jpg
2.105,79.04,0.0,19.5,,52.473945,4.816668,2010-04-17 20:55:24,https://live.staticflickr.com/4038/4578780762_d5ee370410_b.jpg
4.151,18.58,0.0,10.0,,41.601082,-4.764304,2011-10-16 18:42:23,https://live.staticflickr.com/6228/6250869378_8da663647c_b.jpg
6.24,72.25,59.9,13.3,,19.671443,-101.570680,2009-01-03 17:47:03,https://live.staticflickr.com/3194/3353569075_9505abf3ee_b.jpg
1.402,60.85,7.2,16.0,,37.902458,-122.569531,2014-09-10 19:04:25,https://live.staticflickr.com/3850/15219261961_7735cd1045_b.jpg
2.797,45.37,0.0,45.0,,46.594554,12.264132,2019-07-23 19:47:30,https://live.staticflickr.com/65535/48416148542_591c779475_b.jpg
3.33,24.07,0.0,10.0,,-23.687792,133.731079,2018-06-15 16:24:00,https://live.staticflickr.com/1876/42717344510_fd434fbea9_b.jpg
2.911,74.07,0.0,8.0,,25.195864,55.276358,2014-08-04 03:28:23,https://live.staticflickr.com/7422/16331706907_71883255d8_b.jpg
3.996,63.78,79.8,16.0,,36.060916,-86.906463,2014-03-06 17:41:16,https://live.staticflickr.com/2462/13003929084_4fa6714296_b.jpg
0.953,89.84,90.0,16.0,,15.188452,145.742568,2005-12-20 21:45:12,https://live.staticflickr.com/1021/1144304837_9fdf4a0670_b.jpg
0.682,73.39,5.7,10.8,,39.027352,125.767021,2014-09-09 08:58:44,https://live.staticflickr.com/1490/25624625620_f3f44f2cce_b.jpg
3.896,47.32,0.0,16.0,,37.765819,-105.575401,2015-08-03 12:45:48,https://live.staticflickr.com/4805/46119065582_3969a40817_b.jpg
1.614,38.01,4.2,16.0,,40.813717,-73.814646,2008-08-19 18:56:22,https://live.staticflickr.com/3056/2784717415_cd6c66290c_b.jpg
7.327,57.63,4.6,10.6,,51.562003,-4.318244,2012-03-24 19:07:14,https://live.staticflickr.com/6046/6868649510_eba366a5ee_b.jpg
2.835,72.04,0.0,14.7,,37.779483,-122.514353,2016-09-24 20:27:13,https://live.staticflickr.com/5207/29934397211_1766683e98_b.jpg
3.066,93.45,90.0,5.0,,-20.263646,-40.281028,2006-06-21 18:00:01,https://live.staticflickr.com/56/172304798_b07e6f19b7_b.jpg
1.926,88.44,50.0,11.0,,-19.915902,-47.456474,2008-12-13 18:14:57,https://live.staticflickr.com/3220/3125336967_f2fbd70198_b.jpg
5.714,53.67,99.5,47.6,,52.373894,-1.432239,2019-04-14 15:29:10,https://live.staticflickr.com/65535/47624356441_8280b0ce03_b.jpg
6.057,26.25,88.8,8.0,,31.665700,-7.902259,2017-10-10 19:43:01,https://live.staticflickr.com/4470/37742391771_7fb68ca0ce_b.jpg
3.694,25.01,0.0,16.0,,34.868714,-111.768164,2010-06-29 04:32:31,https://live.staticflickr.com/4123/4878710860_1f7bc01e27_b.jpg
6.191,35.51,40.0,30.0,,-39.950806,-73.576726,2008-02-05 18:10:41,https://live.staticflickr.com/2183/2261164042_97f96d7cc7_b.jpg
6.524,75.94,52.4,16.0,,40.640725,-98.993983,2010-06-20 18:58:32,https://live.staticflickr.com/65535/16679196180_5fe3ae3714_b.jpg
3.45,79.06,40.0,26.0,,53.496247,-3.058598,2016-10-09 18:19:57,https://live.staticflickr.com/5824/30161151801_ddbd8dc7a3_b.jpg
4.235,100.0,16.5,36.8,,57.396305,-5.803270,2015-07-05 22:14:13,https://live.staticflickr.com/297/18826857314_3ba83a4961_b.jpg
5.772,43.55,0.4,19.9,,45.654880,13.793969,2015-10-31 09:46:45,https://live.staticflickr.com/5826/22672275302_0f05e9f510_b.jpg
2.007,93.78,0.6,9.7,,52.373119,4.893189,2011-11-28 05:41:14,https://live.staticflickr.com/7168/6419637645_37ffa0af2c_b.jpg
7.016,62.48,88.0,10.0,,51.222086,6.760566,2015-02-08 17:12:59,https://live.staticflickr.com/65535/41152926940_551f62e848_b.jpg
2.941,78.92,50.0,10.5,,10.990448,-74.956007,2012-04-30 20:07:20,https://live.staticflickr.com/7202/7131900175_2d2667396e_b.jpg
0.164,67.65,70.2,39.2,,53.447656,-2.310776,2016-06-23 19:48:37,https://live.staticflickr.com/7380/27883528635_5cfc765832_b.jpg
5.881,29.44,0.0,10.0,,25.253623,55.351953,2013-01-17 15:34:15,https://live.staticflickr.com/4680/39210560601_52cd1c635b_b.jpg
3.686,90.27,52.7,5.6,,11.634133,102.544847,2019-05-08 06:51:59,https://live.staticflickr.com/65535/40848539203_37961f7445_b.jpg
3.174,83.79,30.0,11.0,,-1.265728,116.833248,2008-03-21 18:37:18,https://live.staticflickr.com/1157/5123402054_46334da669_b.jpg
4.481,68.6,15.2,37.1,,52.389744,-1.434659,2020-10-11 14:18:43,https://live.staticflickr.com/65535/50452067757_23645da96b_b.jpg
4.611,64.17,16.5,24.1,,52.889586,-1.251466,2013-12-27 15:42:00,https://live.staticflickr.com/5504/11606334263_48e720732e_b.jpg
3.062,46.18,66.5,15.2,,37.827519,-122.534694,2015-03-14 18:23:13,https://live.staticflickr.com/553/19488398530_0ac4823f86_b.jpg
1.794,32.94,0.0,16.0,,40.180053,-110.351486,2016-08-06 18:50:40,https://live.staticflickr.com/8747/28720445141_dd1f2e3bc0_b.jpg
6.756,87.46,24.8,18.3,,53.351902,-3.374926,2012-11-04 17:19:11,https://live.staticflickr.com/7257/8164446790_9c7e1606b9_b.jpg
4.071,71.1,30.0,11.0,,35.417418,23.562455,2009-03-27 18:38:51,https://live.staticflickr.com/3586/3414975518_3cdb06540d_b.jpg
0.724,54.61,59.9,16.0,,35.289347,-111.421966,2018-10-14 15:53:53,https://live.staticflickr.com/1926/31895131888_a939b29e29_b.jpg
3.567,79.84,24.7,10.7,,41.729177,12.274131,2008-02-02 17:47:14,https://live.staticflickr.com/2004/2249802323_092bab7b4f_b.jpg
5.894,45.73,0.0,10.0,,36.461019,25.375113,2005-07-19 20:12:28,https://live.staticflickr.com/38/115402662_5a13197679_b.jpg
0.452,58.73,0.0,28.6,,45.533709,2.829580,2015-08-06 09:14:49,https://live.staticflickr.com/5802/20547265404_160b92c55d_b.jpg
6.041,84.81,63.6,19.7,,50.536235,-4.075927,2017-10-06 18:57:37,https://live.staticflickr.com/4555/39071671731_051611420e_b.jpg
3.453,82.61,93.7,12.8,,37.804252,-122.477356,2010-03-12 18:10:44,https://live.staticflickr.com/2694/4429697697_552a957564_b.jpg
1.546,65.59,79.7,10.5,,-32.008512,115.847997,2012-04-29 17:08:01,https://live.staticflickr.com/7251/7002031698_c083959056_b.jpg
4.936,88.36,50.0,13.0,,20.665408,-87.030145,2017-12-04 06:50:54,https://live.staticflickr.com/4904/46071410671_1712bccced_b.jpg
2.996,66.95,0.4,17.3,,35.008381,135.798869,2012-11-15 14:28:08,https://live.staticflickr.com/8059/8187285107_b355898735_b.jpg
1.691,82.9,17.8,16.0,,33.199491,-117.387574,2019-12-26 09:09:16,https://live.staticflickr.com/65535/50049651443_f8d4b9d51a_b.jpg
1.544,19.23,10.0,30.0,,-28.848432,28.599729,2011-06-30 10:51:52,https://live.staticflickr.com/6146/5974351302_431fcbec64_b.jpg
4.451,50.48,0.0,16.0,,38.004211,-122.466659,2018-08-11 20:19:30,https://live.staticflickr.com/1838/43107580615_12d3338c27_b.jpg
4.645,72.31,43.8,10.5,,57.429750,-6.784145,2012-04-10 14:31:49,https://live.staticflickr.com/65535/6955831310_4e5a8340c2_b.jpg
7.771,71.59,58.3,31.7,,65.445316,29.560432,2013-06-27 20:36:10,https://live.staticflickr.com/1510/24236294962_7f90d999a3_b.jpg
3.466,73.44,22.5,10.0,,22.261294,113.866369,2013-08-25 18:18:28,https://live.staticflickr.com/7303/9648818341_dd0de53512_b.jpg
3.43,64.01,2.3,28.5,,50.809687,0.352007,2009-10-02 18:19:06,https://live.staticflickr.com/2451/3974283521_de936f0c93_b.jpg
7.452,78.41,90.2,10.5,,-37.860768,144.970107,2012-06-18 20:25:43,https://live.staticflickr.com/7401/8726061225_e2d51b9e51_b.jpg
6.217,63.67,0.0,10.0,,43.401001,10.406037,2007-11-04 18:13:00,https://live.staticflickr.com/2086/1860202965_afe807f464_b.jpg
1.061,79.42,5.1,47.4,,53.257068,-9.083676,2010-10-16 18:41:57,https://live.staticflickr.com/1248/5100321315_27f2379c28_b.jpg
1.542,71.81,27.7,22.9,,53.944392,-1.140668,2013-02-15 16:59:29,https://live.staticflickr.com/8379/8477365781_dbbeb589cb_b.jpg
2.389,12.6,36.2,16.0,,36.405947,-114.566645,2016-05-16 19:38:03,https://live.staticflickr.com/3922/33270939495_03576cbb1c_b.jpg
3.406,79.3,0.0,18.4,,53.134413,-4.414443,2013-04-19 21:10:10,https://live.staticflickr.com/8239/8663885391_e0b5918889_b.jpg
4.488,79.3,0.0,18.4,,31.099559,-3.997242,2013-11-04 18:57:07,https://live.staticflickr.com/7288/16182947563_c35730bf6e_b.jpg
5.367,66.42,54.1,20.4,,50.328011,12.102942,2018-07-27 20:51:12,https://live.staticflickr.com/934/28944514537_c6af223702_b.jpg
7.043,90.31,16.3,2.6,,45.851688,9.391920,2011-01-15 17:22:50,https://live.staticflickr.com/7153/6715657545_5764b46c37_b.jpg
7.584,78.93,85.3,19.6,,42.633465,18.137032,2009-10-23 16:52:38,https://live.staticflickr.com/2647/4069243892_9f37a55295_b.jpg
1.923,67.24,66.0,19.0,,28.106638,-15.711164,2016-01-04 18:19:40,https://live.staticflickr.com/1588/24324467206_5108afae71_b.jpg
5.022,44.37,3.2,9.8,,36.349835,-6.170840,2008-06-18 18:46:07,https://live.staticflickr.com/3077/2621295418_2b5e755b6c_b.jpg
4.227,63.31,54.9,10.0,,44.301738,28.615951,2009-06-29 21:01:39,https://live.staticflickr.com/2481/3684423343_6ed11bd4be_b.jpg
6.505,60.33,0.0,10.0,,51.350771,12.329578,2006-04-06 19:07:04,https://live.staticflickr.com/2238/1496487219_6f282bad02_b.jpg
6.121,75.35,46.0,29.1,,51.244166,4.424722,2019-11-05 16:36:03,https://live.staticflickr.com/65535/49029847873_2a80c0f187_b.jpg
1.852,78.91,37.7,41.3,,52.474665,4.817976,2016-11-05 15:59:25,https://live.staticflickr.com/5805/30162756433_c4d0f6ed9f_b.jpg
6.785,83.19,54.5,16.0,,26.981995,-82.386324,2010-08-16 20:15:00,https://live.staticflickr.com/4119/4900001688_daa41e04b6_b.jpg
3.676,59.42,30.1,12.0,,50.946247,6.932244,2009-07-18 21:18:00,https://live.staticflickr.com/2531/3743934306_3cd5968896_b.jpg
7.246,81.49,0.8,7.1,,53.772507,-2.926998,2007-10-22 17:59:56,https://live.staticflickr.com/65535/2078434460_f88a91114f_b.jpg
4.137,60.6,41.4,14.0,,43.473531,-3.918938,2013-04-19 20:27:08,https://live.staticflickr.com/3733/9455888179_c441c29396_b.jpg
4.615,82.34,29.9,10.0,,49.329625,11.421747,2015-06-01 21:02:30,https://live.staticflickr.com/487/18263389539_47d08ff0e9_b.jpg
6.98,70.34,43.7,26.5,,50.947433,-0.983961,2013-02-05 17:06:30,https://live.staticflickr.com/8527/8457911149_a231b70095_b.jpg
1.77,66.41,89.0,10.0,,22.613131,120.264233,2015-05-14 18:24:41,https://live.staticflickr.com/474/19156246989_dd644efb35_b.jpg
6.784,90.7,65.1,21.2,,51.970975,4.360885,2010-03-05 08:53:06,https://live.staticflickr.com/4042/4413562234_a6ac2660f5_b.jpg
1.53,64.83,47.3,16.0,,25.331071,-80.999493,2015-01-18 15:18:10,https://live.staticflickr.com/8640/16696651031_fd5b0ff4f9_b.jpg
4.213,52.05,0.0,10.0,,40.627763,14.361190,2011-05-14 19:10:51,https://live.staticflickr.com/5085/5725378723_acb5015ae5_b.jpg
1.27,55.8,25.5,16.0,,43.755039,-70.836410,2018-02-18 17:58:02,https://live.staticflickr.com/4762/40347799831_488da4f9d5_b.jpg
6.6,55.3,0.0,21.7,,60.180219,16.797911,2014-05-23 20:56:18,https://live.staticflickr.com/2907/14239539777_f0e1efb0f2_b.jpg
5.426,78.36,16.3,16.0,,26.371015,-80.236997,2015-09-07 20:29:09,https://live.staticflickr.com/5716/22264356068_32aae85c27_b.jpg
0.023,52.46,79.6,35.8,,52.384838,-1.420420,2019-05-25 15:45:18,https://live.staticflickr.com/65535/47941697556_ddbf1e1467_b.jpg
0.086,52.46,79.6,35.8,,-49.287780,-72.955720,2013-03-24 13:39:45,https://live.staticflickr.com/8124/8692534534_bf35a29667_b.jpg
3.598,30.04,0.0,16.2,,35.302867,139.524607,2017-01-31 16:07:24,https://live.staticflickr.com/2510/32173851193_1758fbde55_b.jpg
6.839,78.88,0.0,25.7,,50.798448,-0.542106,2014-12-13 15:46:14,https://live.staticflickr.com/7531/15993933906_45793aeff6_b.jpg
1.816,62.98,27.5,10.0,,45.649761,13.768933,2011-05-01 11:52:17,https://live.staticflickr.com/7671/17111810460_992b8f6c26_b.jpg
0.824,59.54,56.1,13.5,,40.893888,-73.211667,2011-07-22 18:03:03,https://live.staticflickr.com/6002/5966382599_1d1b4afbd2_b.jpg
4.454,77.44,4.6,10.5,,22.439425,113.947567,2011-07-03 19:01:10,https://live.staticflickr.com/5160/5909863392_7697e5675c_b.jpg
5.449,54.89,90.8,21.9,,54.237845,-1.210470,2012-08-08 19:25:20,https://live.staticflickr.com/8424/7742947784_29638541c6_b.jpg
5.128,96.65,52.9,14.3,,56.435305,8.393069,2016-03-25 12:39:05,https://live.staticflickr.com/1443/26078634525_10292963e1_b.jpg
6.004,88.36,50.0,13.0,,20.665247,-87.030128,2017-12-04 07:04:32,https://live.staticflickr.com/4882/45160020025_ab65f7c191_b.jpg
6.852,82.15,7.0,20.6,,50.765562,-1.311492,2011-01-19 17:11:12,https://live.staticflickr.com/5132/5505742955_dcb1f41fa4_b.jpg
2.58,72.68,0.0,22.7,,54.445333,-2.991033,2011-04-08 18:32:46,https://live.staticflickr.com/5226/5631937033_54c3d8df1a_b.jpg
6.045,61.78,94.5,16.0,,26.483537,-82.183592,2012-05-25 19:01:39,https://live.staticflickr.com/8143/7280136768_c85e5728d1_b.jpg
2.497,51.7,15.1,35.0,,43.550157,7.023074,2014-07-29 12:31:53,https://live.staticflickr.com/3908/15304897276_a8c6c226fd_b.jpg
6.793,78.77,85.8,16.0,,26.968144,-82.084475,2013-05-21 19:30:13,https://live.staticflickr.com/7453/8772413241_11d48ee8a2_b.jpg
4.384,49.21,79.7,16.0,,41.866920,-87.607480,2008-10-12 17:51:46,https://live.staticflickr.com/3034/2937053122_f9e125f64a_b.jpg
5.243,72.99,80.5,9.9,,7.845930,98.293540,2012-01-20 16:23:17,https://live.staticflickr.com/7153/6772039053_51a4188ee0_b.jpg
6.118,62.49,27.7,10.0,,-35.396950,149.110799,2013-07-13 17:12:31,https://live.staticflickr.com/2859/9276223044_350c727016_b.jpg
7.42,71.38,12.3,10.1,,45.972528,14.645644,2012-02-25 17:48:24,https://live.staticflickr.com/7197/6782949662_f09f10a663_b.jpg
4.787,42.87,0.2,16.0,,35.649825,-120.628520,2015-03-20 18:01:37,https://live.staticflickr.com/7643/16940749246_4b947cf53e_b.jpg
3.003,32.78,59.6,10.0,,33.983133,51.266130,2017-11-24 16:50:28,https://live.staticflickr.com/4559/37832657015_f2ee6154de_b.jpg
0.478,62.24,30.2,20.0,,42.641409,18.109159,2015-08-24 11:05:53,https://live.staticflickr.com/727/20223144764_e1acdc6896_b.jpg
2.643,81.16,43.2,19.8,,37.356735,-6.171288,2016-11-22 19:08:30,https://live.staticflickr.com/2728/32070736304_5c92248b33_b.jpg
6.868,56.96,9.2,47.9,,52.422280,-1.420970,2018-10-07 16:06:06,https://live.staticflickr.com/1929/44380773425_17699a7a8d_b.jpg
0.845,77.58,25.1,10.0,,39.958647,9.544469,2020-12-15 15:52:53,https://live.staticflickr.com/65535/52079108885_fe3f34a703_b.jpg
0.033,55.36,17.7,16.0,,25.331071,-80.999493,2014-12-15 16:46:47,https://live.staticflickr.com/8687/17051904522_5d46df4abf_b.jpg
5.495,76.1,3.2,10.9,,51.442619,-2.861541,2016-06-02 20:44:21,https://live.staticflickr.com/7104/27410716170_2341b61c38_b.jpg
6.64,79.93,14.8,10.5,,51.936645,8.875579,2012-08-12 06:54:53,https://live.staticflickr.com/8302/7814154478_41e6a10baa_b.jpg
7.28,72.37,0.0,20.8,,56.004812,-3.520367,2011-05-03 20:53:51,https://live.staticflickr.com/5243/5687061116_5ce3f43314_b.jpg
1.583,64.82,88.7,10.4,,13.722209,100.530138,2012-10-05 18:15:54,https://live.staticflickr.com/8184/8097505940_2fba4b1fa9_b.jpg
3.699,27.04,0.0,16.0,,38.618463,-109.610263,2010-09-26 20:33:41,https://live.staticflickr.com/4144/5069399045_7acfd2df7a_b.jpg
1.225,46.69,9.7,43.5,,51.735804,5.142331,2010-06-02 20:25:25,https://live.staticflickr.com/4135/4753802145_7a57d0813b_b.jpg
0.995,59.9,96.1,16.0,,25.331459,-80.995609,2016-04-21 16:35:13,https://live.staticflickr.com/8091/28690336776_9744a244f4_b.jpg
7.637,80.34,32.4,16.5,,50.527100,-5.026153,2018-06-24 22:05:00,https://live.staticflickr.com/1973/45405507551_6347e8941c_b.jpg
1.48,62.09,69.6,14.5,,32.646875,-117.123165,2008-11-09 17:21:23,https://live.staticflickr.com/8375/8548586061_114ec43f7b_b.jpg
3.294,60.31,0.0,16.0,,35.705948,-82.366790,2010-09-20 19:31:00,https://live.staticflickr.com/4108/5009906953_1e6af718b7_b.jpg
3.439,52.31,78.1,30.0,,-12.365909,130.863904,2008-04-14 20:09:46,https://live.staticflickr.com/3076/2442359218_e0845fa087_b.jpg
6.417,74.8,0.0,16.0,,27.011649,-82.412910,2011-08-07 01:06:47,https://live.staticflickr.com/6045/6420777503_4f2d15e0f5_b.jpg
0.351,66.21,7.5,10.0,,62.474515,6.150326,2016-10-01 18:41:50,https://live.staticflickr.com/8535/30033125541_e584320473_b.jpg
5.703,55.06,2.7,18.6,,37.763522,26.964569,2012-04-04 02:15:42,https://live.staticflickr.com/7184/7151750327_5afba1190d_b.jpg
2.391,95.58,10.8,7.6,,50.821590,-0.152488,2009-01-25 13:54:33,https://live.staticflickr.com/3390/3225560956_fb99e7ff8c_b.jpg
3.784,61.47,41.4,42.0,,54.351335,-0.925287,2018-06-21 21:07:15,https://live.staticflickr.com/1806/42224542344_d4302782bd_b.jpg
4.002,79.0,0.0,16.0,,42.688050,-124.448769,2018-07-13 21:52:03,https://live.staticflickr.com/839/42886820144_9066eb2fe2_b.jpg
1.479,76.36,38.2,10.0,,35.344308,25.136332,2019-03-14 22:18:00,https://live.staticflickr.com/7879/47380698781_de23db0056_b.jpg
1.562,100.0,89.0,10.5,,48.977963,12.223320,2010-11-21 17:20:51,https://live.staticflickr.com/8062/8158913172_f8dde8a943_b.jpg
4.427,82.99,0.0,25.0,,-33.663353,115.007457,2008-06-03 09:10:26,https://live.staticflickr.com/3153/2546158995_4b8066b641_b.jpg
6.265,64.31,38.8,19.6,,45.594166,13.806666,2015-08-19 03:03:01,https://live.staticflickr.com/707/20676731146_1685def5aa_b.jpg
4.873,27.05,2.9,10.0,,43.027850,11.618386,2015-04-21 19:17:55,https://live.staticflickr.com/5342/17201827060_cdbb301fb3_b.jpg
6.765,39.97,0.0,16.0,,36.638396,-112.171955,2017-10-01 05:10:32,https://live.staticflickr.com/4543/24810184768_f19bb8d25d_b.jpg
7.008,70.68,0.0,16.0,,31.116571,-81.417692,2008-09-28 19:05:32,https://live.staticflickr.com/3218/2910047927_c47851a66f_b.jpg
3.886,32.71,11.3,16.0,,31.518302,-111.001200,2010-12-26 17:53:05,https://live.staticflickr.com/5090/5308123927_8768778cd2_b.jpg
3.775,97.96,89.5,6.0,,53.484879,-3.058147,2012-03-11 21:15:12,https://live.staticflickr.com/7085/7220077060_18d319984d_b.jpg
3.055,91.78,25.9,6.8,,54.511727,9.704983,2014-03-22 18:04:09,https://live.staticflickr.com/5651/23262133981_f9e8de3e01_b.jpg
6.888,68.96,45.1,39.7,,53.288500,0.306673,2020-07-11 21:10:38,https://live.staticflickr.com/65535/50113269021_8e0fe4bd1c_b.jpg
6.81,73.42,0.0,16.0,,36.253202,-121.836061,2012-10-26 06:24:36,https://live.staticflickr.com/8202/8230992588_e8c9d06f30_b.jpg
3.017,62.07,19.5,13.8,,34.741506,32.429881,2016-07-22 17:54:07,https://live.staticflickr.com/8842/28610650155_c75fc40948_b.jpg
0.746,66.94,4.7,40.0,,57.140627,-2.067484,2014-08-15 19:24:26,https://live.staticflickr.com/5587/15046535445_d4bc3015ba_b.jpg
6.284,82.38,49.4,10.3,,-27.322746,153.083968,2010-07-11 17:17:13,https://live.staticflickr.com/4123/4785566005_04a61e14e5_b.jpg
7.872,55.13,42.8,16.0,,26.498959,-80.221889,2011-01-09 19:00:29,https://live.staticflickr.com/5284/5352532878_412fec7ba4_b.jpg
2.196,76.05,87.2,24.3,,57.279924,-5.721817,2016-10-08 12:19:34,https://live.staticflickr.com/8657/29776422074_a70cd9991b_b.jpg
1.712,95.21,38.9,42.2,,54.288827,-0.387353,2017-03-02 06:55:18,https://live.staticflickr.com/624/33085194282_901502ae9c_b.jpg
6.886,71.94,75.6,12.4,,51.918918,19.134300,2010-05-23 20:22:49,https://live.staticflickr.com/4113/4956519081_1a7ae0c542_b.jpg
2.17,70.54,28.5,10.0,,22.299043,113.896003,2014-07-13 18:53:27,https://live.staticflickr.com/3841/14682667893_516bf91de8_b.jpg
3.675,39.84,0.0,16.0,,41.133611,-74.896545,2013-05-05 19:25:16,https://live.staticflickr.com/7287/8738534917_4562242c39_b.jpg
2.936,59.61,2.7,16.0,,34.924197,-87.531837,2016-01-06 07:35:46,https://live.staticflickr.com/1456/23582261164_822ee9c57a_b.jpg
3.695,73.71,6.0,43.3,,55.822742,10.051760,2016-07-31 21:27:26,https://live.staticflickr.com/8382/28085641203_29df92f800_b.jpg
